연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,인구수,유동인구수준(추정),유동인구순위(추정),관광명소수,카페밀도,학교수,마트수,편의점수,학교목록,관광명소목록,학교좌표,관광명소좌표,주거점수,카페소품샵점수,게스트하우스펜션점수,식당베이커리점수,1위용도,1위용도근거
27,전라남도 담양군 담양읍 삼다리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3215043143917,126.961038019722,정확(리 단위),담양읍,15532,상,1/12위,44,4.39,8,5,18,"담양남초등학교, 담양동초등학교, 국립목포대학교 담양캠퍼스, 담양중학교, 담양고등학교","죽녹원, 메타프로방스, 담양국수거리, 메타세쿼이아길 인증센터, 메타세쿼이아랜드",담양남초등학교|35.3181604826574|126.986574791542;;담양동초등학교|35.3210047077135|126.98342465375;;국립목포대학교 담양캠퍼스|35.32760684903847|126.99050073614369;;담양중학교|35.316349851112|126.980993108595;;담양고등학교|35.3144677552007|126.980333755453,죽녹원|35.32783714533351|126.98593088715316;;메타프로방스|35.32204414727564|127.00291216021685;;담양국수거리|35.32384052865535|126.9851144410004;;메타세쿼이아길 인증센터|35.33409191544845|127.0177791322334;;메타세쿼이아랜드|35.3320063558634|127.016894361298,100.0,89.1,66.7,89.1,주거,"주거 점수가 가장 높습니다 (학교 수 8, 마트 수 5 기준)"
28,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
29,전라남도 담양군 봉산면 대추리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
30,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
31,전라남도 담양군 봉산면 대추리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
32,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
33,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
34,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
35,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
36,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
37,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
38,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
39,전라남도 담양군 봉산면 대추리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2929254738754,126.9635142956,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
40,전라남도 담양군 봉산면 제월리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2832175421132,126.968144223762,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
41,전라남도 담양군 봉산면 제월리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2832175421132,126.968144223762,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
42,전라남도 담양군 봉산면 제월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2832175421132,126.968144223762,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
43,전라남도 담양군 봉산면 제월리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2832175421132,126.968144223762,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
44,전라남도 담양군 봉산면 제월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2832175421132,126.968144223762,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
45,전라남도 담양군 봉산면 제월리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2832175421132,126.968144223762,정확(리 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
46,전라남도 담양군 봉산면 제월리 산,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2761980165593,126.956904986794,근사(읍면 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
47,전라남도 담양군 봉산면 제월리 산,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2761980165593,126.956904986794,근사(읍면 단위),봉산면,2744,중,6/12위,46,0.5,1,1,0,봉산초등학교,"죽화경, 영산강, 오봉저수지, 방축제, 탄금제",봉산초등학교|35.2771643457718|126.957159478005,죽화경|35.25238314609811|126.96374783856889;;영산강|35.288973156409|126.950935555672;;오봉저수지|35.283501048567096|126.98440622419423;;방축제|35.272844660095416|126.96115805429952;;탄금제|35.269462894175355|126.96752205306294,2.7,38.8,49.6,37.4,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 46, 공원 수 0 기준)"
