연번,위치주소(지번 비공개),조사년도,빈집유형,주택유형,철거 또는 활용동의,관리부서,데이터기준일자,위도,경도,좌표정확도,읍면,인구수,유동인구수준(추정),유동인구순위(추정),관광명소수,카페밀도,학교수,마트수,편의점수,학교목록,관광명소목록,학교좌표,관광명소좌표,주거점수,카페소품샵점수,게스트하우스펜션점수,식당베이커리점수,1위용도,1위용도근거
351,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
352,전라남도 담양군 수북면 남산리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
353,전라남도 담양군 수북면 남산리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2903703427903,126.946924357914,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
354,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
355,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
356,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
357,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
358,전라남도 담양군 수북면 대흥리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
359,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
360,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
361,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
362,전라남도 담양군 수북면 대흥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2926055647145,126.939060277008,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
363,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
364,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
365,전라남도 담양군 수북면 수북리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.3013578932935,126.929694957424,정확(리 단위),수북면,4817,하,12/12위,12,0.95,4,3,2,"담양수북중학교, 수북초등학교, 한빛고등학교, 봉산초등학교","영산강, 삼산제, 나산제, 고가제, 궁산제",담양수북중학교|35.2998848118972|126.932339329134;;수북초등학교|35.3011995152582|126.930139282722;;한빛고등학교|35.2915515104499|126.913314395405;;봉산초등학교|35.2771643457718|126.957159478005,영산강|35.288973156409|126.950935555672;;삼산제|35.29221577561855|126.91846746060646;;나산제|35.29251862246353|126.93315788555167;;고가제|35.31531230160089|126.94932403627277;;궁산제|35.3174146308531|126.91736997360564,33.9,11.3,26.8,18.5,주거,"주거 점수가 가장 높습니다 (학교 수 4, 마트 수 3 기준)"
366,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
367,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
368,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
369,전라남도 담양군 대전면 대치리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2770047536041,126.888040686222,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
370,전라남도 담양군 대전면 중옥리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2642073318445,126.882176574912,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
371,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
372,전라남도 담양군 대전면 응용리,2022,철거형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
373,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
374,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
375,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
376,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
377,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
378,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
379,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
380,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
381,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
382,전라남도 담양군 대전면 응용리,2022,활용형,단독주택,미동의,도시과,2023-05-15,35.2522234037477,126.886307876576,정확(리 단위),대전면,4341,하,10/12위,28,0.74,3,1,1,"한재중학교, 한재초등학교, 한빛고등학교","담양대나무숲 인증센터, 두리농원, 행성제, 다화림식물원&치유정원, 태목리대나무군락",한재중학교|35.2747825221155|126.890532148537;;한재초등학교|35.27849479627|126.889155390892;;한빛고등학교|35.2915515104499|126.913314395405,담양대나무숲 인증센터|35.2472422491594|126.891861303759;;두리농원|35.26464878305685|126.92634071709402;;행성제|35.292695216181734|126.90032202967599;;다화림식물원&치유정원|35.296204731496566|126.89780338037102;;태목리대나무군락|35.254529944511|126.897400793419,15.2,24.3,43.8,22.8,게스트하우스펜션,"게스트하우스펜션 점수가 가장 높습니다 (관광명소 수 28, 공원 수 4 기준)"
